model,pathway,scenario,region,variables,unit,2020,2050
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|GasTurbine,share,0.0027917378733972,0.1118463148961611
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|CogenerationGas,share,0.1006945363695572,0.066159611949505
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|Nuclear,share,0.0049595192862743,0.0338373105005246
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|Oil,share,0.0291093481727422,0.0001597589261215
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|Geothermal,share,0.0076602134068519,0.0104629352410795
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|HydroRunofRiver,share,0.0236848491486542,0.0049260185301944
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|HydroReservoir,share,0.1258379532762921,0.0318108855911001
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|Biomass,share,0.0372618164536648,0.0564518910355877
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|Biogas,share,0.0207841546321027,0.0534556303310622
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|WindOnshore,share,0.0171220375267537,0.1478400680246312
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|WindOffshore,share,0.0116480742662743,0.0363431976167755
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|SolarThermal,share,0.1176977546164305,0.1182779255651448
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|SolarPVOpen,share,0.0602564887349545,0.0270257606472637
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|Hydrogen,share,0.0829157193343614,0.063690101525463
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|BatteryHydro,share,0.0064680794583373,0.0302397688403901
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsSI,share,0.0276218161438741,0.0337361816682584
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsRS,share,0.0484647139454669,0.0231899495928469
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsGB,share,0.0067378754063229,0.1103964769454332
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityMV|TransformationHVMV,share,0.4762628688031623,0.2721854555887196
image,SSP2-Base,Business As Usual,SK,Share|ElectricityMV|SolarPVRoofCommercial,share,0.3498895869521851,0.3372288555251881
image,SSP2-Base,Business As Usual,SK,Share|ElectricityMV|Waste,share,0.1738475442446525,0.3905856888860922
image,SSP2-Base,Business As Usual,SK,Share|ElectricityLV|TransformationMVLV,share,0.4570497682641294,0.0834433407882555
image,SSP2-Base,Business As Usual,SK,Share|ElectricityLV|BatteryChemical,share,0.0054995022448692,0.4298565520335667
image,SSP2-Base,Business As Usual,SK,Share|ElectricityLV|SolarPVRoofResidential,share,0.5374507294910011,0.4867001071781777
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|Coal,share,0.030235138060057,0.0036773900612326
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|CombinedCycle,share,0.0282616126658042,0.0195448742270493
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|GasTurbine,share,0.0189039500850844,0.0170181629022002
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|CogenerationGas,share,0.0583689932144545,0.0195317500750846
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|Nuclear,share,0.0264284269347344,0.0317704682691658
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|Oil,share,0.0509339138963188,0.0196229831411407
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|Geothermal,share,0.0704534272335907,0.0312750416421172
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|HydroRunofRiver,share,0.2198482450833773,0.0196995703963976
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|HydroReservoir,share,0.0307985990839834,0.0560102215892879
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|Biomass,share,0.1000506196318194,0.2351809052438071
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|Biogas,share,0.0434340475722599,0.0458571146554391
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|WindOnshore,share,0.0459871332376714,0.0207224968810182
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|WindOffshore,share,0.0312591024088681,0.1764771487482692
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|SolarThermal,share,0.0397086018217498,0.0484847993244249
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|SolarPVOpen,share,0.0267093839857788,0.0309664582790217
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|Hydrogen,share,0.0855332554591232,0.0327959842084139
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|BatteryHydro,share,0.0139669051144401,0.0424104447925784
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsAT,share,0.0558272598029956,0.0486137269471814
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsSI,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsMT,share,0.0194166540977067,0.0847834034982477
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsCH,share,0.0038747306101814,0.0155570551179217
image,SSP2-Base,Business As Usual,ME,Share|ElectricityMV|TransformationHVMV,share,0.620734894818667,0.7185042572503627
image,SSP2-Base,Business As Usual,ME,Share|ElectricityMV|SolarPVRoofCommercial,share,0.1993737387528099,0.1852630531804996
image,SSP2-Base,Business As Usual,ME,Share|ElectricityMV|Waste,share,0.179891366428523,0.0962326895691377
image,SSP2-Base,Business As Usual,ME,Share|ElectricityLV|TransformationMVLV,share,0.479986354361343,0.5283958398266184
image,SSP2-Base,Business As Usual,ME,Share|ElectricityLV|BatteryChemical,share,0.449277715207986,0.2012352095886148
image,SSP2-Base,Business As Usual,ME,Share|ElectricityLV|SolarPVRoofResidential,share,0.0707359304306707,0.2703689505847667
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|Coal,share,0.0128837271269556,0.0133567781650085
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|CombinedCycle,share,0.013854952100558,0.1449173766692253
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|GasTurbine,share,0.0502373287599225,0.0039041357614455
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|CogenerationGas,share,0.1625175401707644,0.1245345856448981
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|Nuclear,share,0.0294379500036764,0.048699449826369
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|Oil,share,0.010263692389171,0.0348949532716048
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|Geothermal,share,0.0065575376783596,0.0338580157661805
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|HydroRunofRiver,share,0.0232998535287825,0.0417101145329757
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|HydroReservoir,share,0.060231853947749,0.029254149099967
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|Biomass,share,0.2205201332661184,0.0763518593152718
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|Biogas,share,0.0191713779314538,0.0305179853011461
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|WindOnshore,share,0.0294872816933483,0.049085597332286
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|WindOffshore,share,0.1141964212355456,0.0012386513752976
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|SolarThermal,share,0.0369911499992426,0.0487407822310414
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|SolarPVOpen,share,0.0339790571646813,0.0285460302818125
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|Hydrogen,share,0.0966235281691923,0.116579985406035
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|BatteryHydro,share,0.0302164204948182,0.0365995761182544
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsGR,share,0.0081449054216072,0.0931407696596615
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsSI,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsDK,share,0.0056634746647721,0.0070256691338231
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsPT,share,0.0357218142532803,0.0370435351076952
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityMV|TransformationHVMV,share,0.3528387714646451,0.2405547167751695
image,SSP2-Base,Business As Usual,LT,Share|ElectricityMV|SolarPVRoofCommercial,share,0.3198043043566633,0.3191673442682399
image,SSP2-Base,Business As Usual,LT,Share|ElectricityMV|Waste,share,0.3273569241786915,0.4402779389565905
image,SSP2-Base,Business As Usual,LT,Share|ElectricityLV|TransformationMVLV,share,0.4911734640004496,0.7169718011977496
image,SSP2-Base,Business As Usual,LT,Share|ElectricityLV|BatteryChemical,share,0.3476667824835435,0.0978743593838562
image,SSP2-Base,Business As Usual,LT,Share|ElectricityLV|SolarPVRoofResidential,share,0.1611597535160068,0.185153839418394
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|Coal,share,0.0813061971625806,0.048643789105164
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|CombinedCycle,share,0.1474536915869739,0.0057768122035265
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|GasTurbine,share,0.0580836254651496,0.0387928864849067
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|CogenerationGas,share,0.0342003383055875,0.0338254796106794
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|Nuclear,share,0.0281712269325799,0.1181201034985088
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|Oil,share,0.0975866360567037,0.1198153362391155
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|Geothermal,share,0.0204463002621611,0.0680235392408802
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|HydroRunofRiver,share,0.0102366982722381,0.037814412695049
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|HydroReservoir,share,0.0866690774597931,0.0245841744408926
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|Biomass,share,0.1488059032262685,0.1128697159024209
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|Biogas,share,0.0863024581918041,0.1906270290785289
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|WindOnshore,share,0.0252746704711686,0.0311141726990178
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|WindOffshore,share,0.0009589147252626,0.0457640367836634
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|SolarThermal,share,0.0102529294946641,0.0147968235219608
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|SolarPVOpen,share,0.0037042689646714,0.001995590533334
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|Hydrogen,share,0.1102898042653056,0.0618988665451504
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|BatteryHydro,share,0.0090026030625489,0.0325478755752114
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsSE,share,0.0,0.0
